music.qq.com                  	123.125.9.87,111.206.15.84,27.221.81.95
users.qq.com                  	123.151.79.37
pp.qq.com                     	123.151.148.111
blog.qq.com                   	123.151.148.111
bbs.qq.com                    	111.161.64.48,111.161.64.40
v.qq.com                      	42.81.85.217
up.qq.com                     	123.125.110.18,123.125.110.16,123.125.110.27,123.125.9.11,123.125.110.17
id.qq.com                     	14.215.158.24
ac.qq.com                     	125.39.247.210
ab.qq.com                     	125.39.133.34,111.161.111.144
intl.qq.com                   	123.151.79.25
share.qq.com                  	0.0.0.1
sc.qq.com                     	111.161.111.119,123.126.122.29
es.qq.com                     	220.194.87.100
store.qq.com                  	220.194.87.100
life.qq.com                   	58.250.136.110
vp.qq.com                     	140.207.119.112
wap.qq.com                    	58.247.205.183
h2.qq.com                     	123.125.9.11,123.125.110.17,123.125.110.18,123.125.110.16,123.125.110.27
mim.qq.com                    	0.0.0.1
telecom.qq.com                	58.247.205.183
alpha.qq.com                  	0.0.0.1
safe.qq.com                   	59.37.108.163
sa.qq.com                     	0.0.0.1
chat.qq.com                   	0.0.0.1
cafe.qq.com                   	58.251.81.31
wifi.qq.com                   	111.161.111.119,123.126.122.29
bd.qq.com                     	58.250.136.124
panel.qq.com                  	125.39.52.26
account.qq.com                	163.177.71.203
developer.qq.com              	163.177.90.118
hotel.qq.com                  	112.90.77.148
student.qq.com                	10.236.3.84
helper.qq.com                 	106.117.248.167,124.236.35.11,124.236.35.13,106.117.248.169,124.236.35.12,103.18.209.117
service.qq.com                	157.255.173.152
mobile.qq.com                 	58.247.205.183
local.qq.com                  	59.37.97.23
info.qq.com                   	0.0.0.1
stp.qq.com                    	0.0.0.1
top.qq.com                    	0.0.0.1
faq.qq.com                    	0.0.0.1
ideas.qq.com                  	183.61.38.234
hi.qq.com                     	103.7.28.160
kernel.qq.com                 	61.151.191.145
r.qq.com                      	140.207.127.77,140.207.189.109
teacher.qq.com                	0.0.0.1
emarketing.qq.com             	0.0.0.1
samsung.qq.com                	0.0.0.1
ef.qq.com                     	0.0.0.1
sj.qq.com                     	125.39.133.34,111.161.111.144
9.qq.com                      	123.125.110.18,123.125.110.16,123.125.110.27,123.125.9.11,123.125.110.17
2.qq.com                      	0.0.0.1
bg.qq.com                     	111.161.111.119,123.126.122.29
an.qq.com                     	0.0.0.1
bz.qq.com                     	111.161.64.40,111.161.64.48
cd.qq.com                     	125.39.52.26
sales.qq.com                  	220.194.87.100
inbound.qq.com                	0.0.0.1
desktop.qq.com                	123.126.122.29,111.161.111.119
gs.qq.com                     	0.0.0.1
fs.qq.com                     	123.125.110.27,123.125.9.11,123.125.110.17,123.125.110.18,123.125.110.16
im.qq.com                     	163.177.92.18
gl.qq.com                     	0.0.0.1
mp.qq.com                     	140.207.135.64
nt.qq.com                     	220.194.95.161
